Month Name,Agency,Description,Borough,# of Incidents,Response Times
2021 / 05,FDNY,Average response time to non-fire emergencies,Bronx,6103,630.01
2021 / 05,FDNY,Average response time to life threatening medical emergencies by fire units,Bronx,2676,581.94
2021 / 05,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Bronx,449,35.41
2021 / 05,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Bronx,449,60.58
2021 / 05,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Bronx,449,3.56
2021 / 05,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Bronx,449,0.45
2021 / 05,FDNY,Average response time to structural fires,Manhattan,234,295.72
2021 / 05,FDNY,Average response time to non-structural fires,Manhattan,185,397.71
2021 / 05,FDNY,Average response time to non-fire emergencies,Manhattan,5991,561.99
2021 / 05,FDNY,Average response time to life threatening medical emergencies by fire units,Manhattan,2815,530.42
2021 / 05,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Manhattan,419,42.48
2021 / 05,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Manhattan,419,54.65
2021 / 05,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Manhattan,419,2.39
2021 / 05,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Manhattan,419,0.72
2021 / 05,FDNY,Average response time to structural fires,Queens,176,311.01
2021 / 05,FDNY,Average response time to non-structural fires,Queens,221,415.20
2021 / 05,FDNY,Average response time to non-fire emergencies,Queens,5526,578.67
2021 / 05,FDNY,Average response time to life threatening medical emergencies by fire units,Queens,2951,515.04
2021 / 05,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Queens,397,36.52
2021 / 05,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Queens,397,58.69
2021 / 05,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Queens,397,4.03
2021 / 05,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Queens,397,0.76
2021 / 05,FDNY,Average response time to structural fires,Staten Island,49,288.88
2021 / 05,FDNY,Average response time to non-structural fires,Staten Island,46,366.07
2021 / 05,FDNY,Average response time to non-fire emergencies,Staten Island,1365,542.60
2021 / 05,FDNY,Average response time to life threatening medical emergencies by fire units,Staten Island,734,478.20
2021 / 05,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Staten Island,95,45.26
2021 / 05,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Staten Island,95,51.58
2021 / 05,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Staten Island,95,2.11
2021 / 05,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Staten Island,95,1.05
2021 / 05,FDNY,Average response time to non-fire emergencies,Unspecified,19,702.79
2021 / 05,FDNY,Average response time to life threatening medical emergencies by fire units,Unspecified,2,576.50
2021 / 04,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Brooklyn,12129,511.98
2021 / 04,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Bronx,10646,560.88
2021 / 04,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Manhattan,10290,536.33
2021 / 04,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Queens,8955,540.77
2021 / 04,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Staten Island,2117,537.04
2021 / 04,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Unspecified,32,683.56
2021 / 04,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Brooklyn,618,466.32
2021 / 04,EMS,Average response time to life threatening medical emergencies by ambulance units,Brooklyn,10869,563.39
2021 / 04,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Brooklyn,24859,624.44
2021 / 04,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Brooklyn,7245,51.98
2021 / 04,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Bronx,475,474.81
2021 / 04,EMS,Average response time to life threatening medical emergencies by ambulance units,Bronx,9523,585.50
2021 / 04,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Bronx,22743,631.49
2021 / 04,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Bronx,6289,42.85
2021 / 04,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Manhattan,454,463.03
2021 / 04,EMS,Average response time to life threatening medical emergencies by ambulance units,Manhattan,9337,565.93
2021 / 04,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Manhattan,21308,654.04
2021 / 04,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Manhattan,6519,60.82
2021 / 04,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Queens,513,512.07
2021 / 04,EMS,Average response time to life threatening medical emergencies by ambulance units,Queens,8093,595.59
2021 / 04,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Queens,18718,635.14
2021 / 04,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Queens,5116,38.64
2021 / 04,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Staten Island,109,487.58
2021 / 04,EMS,Average response time to life threatening medical emergencies by ambulance units,Staten Island,1944,583.81
2021 / 04,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Staten Island,4073,646.68
2021 / 04,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Staten Island,1270,52.13
2021 / 04,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Unspecified,2,751.50
2021 / 04,EMS,Average response time to life threatening medical emergencies by ambulance units,Unspecified,23,805.26
2021 / 04,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Unspecified,70,844.09
2021 / 04,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Unspecified,18,5.56
2021 / 04,FDNY,Average response time to structural fires,Brooklyn,338,261.95
2021 / 04,FDNY,Average response time to non-structural fires,Brooklyn,231,346.74
2021 / 04,FDNY,Average response time to non-fire emergencies,Brooklyn,7451,504.47
2021 / 04,FDNY,Average response time to life threatening medical emergencies by fire units,Brooklyn,3842,468.09
2021 / 04,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Brooklyn,569,63.80
2021 / 04,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Brooklyn,569,35.15
2021 / 04,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Brooklyn,569,0.70
2021 / 04,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Brooklyn,569,0.35
2021 / 04,FDNY,Average response time to structural fires,Bronx,248,306.08
2021 / 04,FDNY,Average response time to non-structural fires,Bronx,104,410.13
2021 / 04,FDNY,Average response time to non-fire emergencies,Bronx,5624,620.57
2021 / 04,FDNY,Average response time to life threatening medical emergencies by fire units,Bronx,2409,580.33
2021 / 04,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Bronx,352,40.91
2021 / 04,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Bronx,352,56.82
2021 / 04,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Bronx,352,1.70
